facility,survey_item,response,auditor_assigned_category,re_assigned_response,translated,original_language
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"NO LONGER THEME CENTER, WHY?",N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"Sometimes the bathrooms are messy, but given the number of kids that attend the camps, it’s difficult to keep them perfectly clean. Otherwise the facility is in great shape.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"Indoors, the facility is inviting, aesthetically pleasing, clean, and seems well cared for.  The landscaping, which I assume is a city responsibility, seems neglected.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,One of the premiere facilities in Austin.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,I love that a room is named for Ms. Conley.  She was a teacher at Fulmore Jr. High (now Sarah Lively Middle School) when I was a student in the early 70s.  She is a legendary person!,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"This facility needs to be renovated, expanded with more options for the community to hold classes, organize cultural events.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"would be nice for some Sunday hours, maybe onc a month - if it is promoted however.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"I’ve performed in two occasions here and the facilities are great, backstage as well as on stage.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,parking at the Carver leaves a lot to be desired. The city should put a sign out front to caution cars as there are a lot of children coming in and out. It should be open later and consider doing an evening night like the Blanton,Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Upkeep and adequate staff are important.  Signs maintained.,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"This is a special, historical space.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Would like more accessibility after 4pm. Especially for the theatre.  And reasonable rates.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"The theater is need of a makeover, with redesign in mind. Seating chairs are torn, sound table in the wrong location and easier accessibility to lighting. A budget for maintenance would be helpful",Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Just dirty on stage and audience seats area.  not tuned piano provided (the pianist had to pay by her own account.),Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Thanks!,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"This is an exceptional place. Thank You, the City of Austin.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"museum, theater, bathrooms and kitchen are are dirty- Evidence of rats and cockroaches - They need professional cleaners!!!",Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,The history of the Carver is very visible within the confines of the building.,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) An expansion would be nice!
2.) The black community was short-changed when it came to offering a stage and auditorium. It is much too small and compares unfavorably with other centers in Austin.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"I think there could be more classrooms and meeting rooms that can accommodate a variety of meeting and event types. While parking is good and the capital metro options are good for getting to Carver, I think the Carver could benefit from a van or bus for summer camp and transporting groups of students and elders in out of schoool time. It would be great to have a van to take people on tours off site that are related to the programs at the Carver and to link the programming to Austin neighborhoods. The operating hours can be confusing and some cultural events only make sense in the evening but it cost more to have events there after hours. Everything is always very clean but I am sad to know only one person is responsible for keeping the entire facility clean event though that one person does a great job.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Needs brighter lights outside and near the parking lot!,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,We enjoy scheduling performances at Carver.  Since the maximum seating capacity is 150 it cannot always accommodate our need for audience capacity.,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,my biggest concern is the lack of available transportation for my child to field trips while in camp.  It is apparently a BIG deal for the camp to have access to wheelchair accessible transportation and it shouldn't be.  There have been a number of transportation issues as a result.  I hope this issue will be rectified as it really is my biggest issue with the program.,Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) None at  this time.
2.) Need  for better weekend and evening hours.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"I think the Carver would benefit from a one-level, multi-use room for holding small conferences and community meetings.  The auditorium in fine but dangerous for use by elderly citizens.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) The Boyd Vance Theater has seats that are falling apart and unusable.
2.) The Boyd Vance theater space is being underutilized for theater performance as it was originally intended.",Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,The Carver Museum is one of the most accessible facilities in the City.  The facility is going on 15 years.  I wish there was a bond package to expand the facility.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"Our band has outgrown the stage, but it is a human sized venue.  Many small high school bands would do well here.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,A bigger Carver would be nice.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Rooms very dirty,Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) Leaking roof and lighting problems
2.) The Museum is poorly run. There is no standard museum 5 year strategic plan, extremely limited display rotation, poor facility maintenance, and the Genealogy Center is  understaffed and is not open for more than four hours a day to the public.",Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Some major infrastructure needs have been identified for years and not been attended to. For example the roof and making sure that the space where donated material for exhibits was controlled. In addition when will phase II of the plan be started?,Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"1.) This is a vital space for a community that has been displaced and replaced. It seems as a matter of equity to over compensate this space for thag
2.) This is the only cultural center that has been grossly under funded and underkept. Staff does the best they can with so little.",Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Would be nice if more night lights at the parking area,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"I have both parked and ridden a bus to the Carver, and I was happy to see that the bus runs more frequently.",N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"The estetic is lovely. I think it has the  best set  up, in comparison  to the other cultural centers.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,See anove,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,The place is beautiful. Could use more plants in the court yard.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,Well run with good facilities.,Positive,True,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,"I believe the Museum is a great facility, but the childrens section is old and outdated.",Negative,True,False,English
George Washington Carver Museum,Please let us know if you have any additional feedback about the Carver Museum's facilities.,nice meeting room for community agencies,Positive,True,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,I think that Carver should work with non profits and initiatives on a case by case basis sliding scale for rental rates as oppose to the standard rate sheet.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,It is affordable but I wonder about the sustainability of such a big place. In what ways are we given the opportunity to support financially. I don't recall an appeal or a campaign to raise funds at all. It could be helpful to consider that.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,They need other ways to support this work,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"1.) I can understand why fees may need to be charged to sustain the facility, however it would seem that funds could also come from Austin Energy or other City income departments and most sensibly from large developers and corporations who are making large profits and should reasonably be asked to support the cultural arts.

2.) Let's maintain and increase funding for the Carver. It is indeed a strong cultural asset - not just to east Austin but to the whole metropolitan area and to out of town tourists and other visitors.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"I have not experienced any ""for a fee"" activities, but that is not due to the fee, but rather a lack of getting myself scheduled (my problem, not yours!)",N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,Should reflect the baseline community.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"I understand that fees are important to support an institution, but I wish CASA and other nonprofits could get scholarships for kids who have very limited resources.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,The City should up its support of the Museum.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,Though fees for attending events at the Museum are very reasonable-renting the facility for programs/events has become cost prohibitive. Making it difficult for local artists to use the facility. Also the difficulty in availability of space.,Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"I was surprised to learn that rental fees for the theater do not directly go back to support the Carver budget. While I understand the City covers operational expenses and income would offset that, this practice seems to undercut the museum and not encourage growing audiences or outreach.",Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"The process of renting the theater was very onerous. Lots of paperwork, I needed to check back multiple times and it was expensive. We ended up getting a fee waiver through a city council member but that process was also lengthy and confused.",Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,Each time that I have rented space at the Carver there has been a scheduling mix up. Our organization has decided not to rent in the future because we need reliability and not to ha r to troubleshoot on event days,Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,Fees need to be higher,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,The camps are super affordable for the quality programming.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,I don't know about this area,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,Was part of Library Badger Dog group,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,I don't think I've ever paid a fee there.,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"My colleagues from the Puerto Rican Cultural Center rent the theater, and the cost is reasonable.",Positive,False,True,Spanish
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,I am disappointed to know that the fees paid to the Carver go back into the general fund and not back to the Carver for programming.,Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,City employees get discounted fees and first to enroll,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"we have no problem with fees, but they may be a bit high for some folks.",N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,I THINK FEES FOR NON-PROFITS SHOULD BE LOWERED.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,I don't believe there was a fee associated with my visit.,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,I have not paid for any programs. Very nice programs to be free to attend. I went to the February 2019 African American History program.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"I don't remember paying fees, if so they weren't too expensive.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,I've never paid a fee.,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,Lower the cost of room fees they are too high for the East side,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"There are up and coming arts organizations who need a fee adjustment to rent rooms/space so that the community can experience their offerings. For example events in the evening, not requiring overtime pay.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about fees at the Carver Museum,"Not only do they provide free community space, they also loan out educational Exhibits for classrooms, and events.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Wonderful museum and so proud that Austin has this museum.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I've enjoyed many programs including the theater. it would be nice if the theater was enlarged.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Should be promoted more from the City!,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Web site needs to be kept up to date so I will  be apprised of new public events,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I love the programming and especially the ART at the George Washington Carver museum! It is hands down my favorite place to visit in Austin.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,The summer camp programs are excellent!!! They are inclusive and have not diverged from the Carver’s mission despite the gentrification of the neighborhood.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"It's a wonderful place for people of all ages to enjoy.  I especially like the summer art exhibit. My grandson participated by entering a painting a couple of times. When he was younger, I took him to plays there.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"Add more about the history of the bar life on east 11th street, like victory grill, longbranch (now nickel city). Black sixth street... also charlies playhouse",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,love the gallery,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I have enjoyed many nice concerts there.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"I have seen excellent art and history exhibitions at the Carver, and I have enjoyed performances at the Boyd Vance Theater. I knew Mr. Vance, and I still miss his presence in the theater community.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"I have attended many different activities form exhibits, presentations, discussions and meals at the Center.  All have been exceptional experiences.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Potential growth,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I have enjoyed the genealogy classes and material available as my family's historian.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,My trip was to bring my grandchildren so that they could understand the historical impact of African Americans' contributions and rich history.,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,The book festival at the Carver is a delightful event held annually.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I like that they keep the black history of both Austin and black individuals alive through art performances showcases and festivals,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,This survey reminded me to like the museum on Facebook so I can see more updates on future events.,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,The Carver Museum has truly grown in its mission to engage the community in a broad diversity of opportunities for cultural education and expression. I absolutely appreciate the Museum's depth of involvement in the community and excellent curatorship of meaningful displays.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I think the Museum need more funding to do more or improve and provide very strong programs.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Wish they were better promoted.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,More advertising needed,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,childrens programs are phenomenal and helped shape my children. exhibits should change more often to provide opportunities for multiple and frequent visits.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"Over the years, well presented.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) Needs to be more interactive and an economic opportunity center as well

2.) It shouldn't be just about slavery, it should also showcase current progress from native black americans

3.) It shouldn't be just about slavery, it should also showcase current progress from native black americans",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"I am a regular reader of the Austin Statesman and I have seen notices there about special exhibits at the Carver Museum, but not as often as I'd like. The times I have been there I have always learned something new and interesting.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,It makes me feel good to visit the Carver. There is a sense of place and community that is too often missing in Austin. And that's from the perspective of an older west of I-35 white guy.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"I love this museum's mix of historical information, along with rotating displays by contemporary visual artists.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"The Carver provides opportunities for Austinites from all backgrounds to learn about African Americans and their contributions to Austin, Texas and the U.S.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"KUDOS to the Museum for hosting cultural events that are not historically part of African culture, but function as enlightening the community about the connections between cultural genres. Such activity acts like an invitation to explore the diversity among us here.  It also makes business sense to allow the facility to be used in such a fashion.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) I appreciate the exposure to contemporary artists. The historic exhibition on activism was well done and the audience was truly diverse and excited to be at the opening.

2.) The exhibition design has been innovative, creative, and well done in the last two years.

3.) The exhibition design has been innovative, creative, and well done in the last two years.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Overall they were wonderful. I would love to see more exhibits and events there.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I think the Carver Museum is indispensable to Austin's community and culture.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"My family loves the Carver Museum.  We have been there for many weekend events, museum exhibits, dance recitals and their summer kids camps are outstanding.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,More!,N/A,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Was very impressed with the neighborhood connection,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I love the programs given by the center and outside groups that use the center. The HBCU College fair is a good example of a function that truly services the Black community and the Carver Museum and cultural Center is a wonderful place to hold the event.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"While I've been there on occasion over the past two years, I don't remember the events as being related to African American culture or history, so I don't feel I can comment on that aspect of it. I enjoyed the events I attended though, and really like the facility.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) I enjoyed his garden planting tips.  We need a recreation center in North Austin.

2.) Could involve school children in touring our parks and improving ways to preserve our native habitat and teach ecology with cultural lessons such as gardening and preparing food using Carver's writings and recipes.  Plant based diets.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"The Craver’s focus is on contemporary arts and social justice. While this is important, it does not do a good job relating the history of The African American experience in Austin.",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I always enjoy attending programs and exhibits at the Carver.  The use of media with exhibits enhances a more visual impact and understanding of the purpose for the exhibit.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Great experience every time that I have attended an event.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,My son and I love this place,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"Beautiful space and informative exhibits and events. Would love to see continuing (or more) events/exhibits/conversations that connect art and community issues, especially as Eastside gentrification continues. It cannot be overstated: The Carver has an opportunity to be extremely important as a hub for history and positive inclusive progress.     Also, the Carver stage is an indispensable asset to the citywide dance community. Right now it is one of very very few medium-sized venues that is appropriate for dance viewing, production, and performance.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I always learn a lot when I go to the Carver.,Positive,False,True,Spanish
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"Thank you for hosting summer camps here. My two children have each attended a summer camp here, and very much enjoyed it. But for the summer camp, I wouldn't have otherwise visited. Nice resource.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"I went to a play, they did a nice job staging it and I enjoyed the music even though they were still tweaking the play. I loved learning more about George Washington Carver",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,The Center and the staff are amazing. My daughter has enjoyed their programming for over four years and we love it!,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) THIS PLACE IS AN AMAZING RESOURCE FOR THE COMMUNITY, I'VE SEEN SOME INCREDIBLE PLAYS THERE, VOLUNTEERED WITH YOUTH AND ATTENDED THEIR INCREDIBLE JUNETEENTH PROGRAM.  AUSTIN IS BETTER FOR THIS PLACE

2.) INCREDIBLE PLAYS YOU WILL NOT SEE ANYWHERE ELSE",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,The theatre is crucial.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) I’ve enjoyed the exhibits and movies, theater, and other events in the theater.

2.) I would love to see the theater serve more of the theater co in Austin. Not sure if rental fee is too high. Would like to see staged readings there as well.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I was impressed with the program changes and additions in gallery space. Bravo!,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) While I have not visited this location in the past two years my experiences with events and exhibits there were immensely positive and educational.

2.) While I have not visited this location in the past two years my experiences with events and exhibits there were immensely positive and educational.

3.) While I have not visited this location in the past two years my experiences with events and exhibits there were immensely positive and educational.

4.) While I have not visited this location in the past two years my experiences with events and exhibits there were immensely positive and educational.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I am thankful for the programming at the Carver. There is no other place in Austin that offers the type of programming that the Carver has. They could use more staff I think.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Great place!,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"Whether it's an exhibit, the traveling trunks, or a field trip, those at the Carver Center go above and beyond to ensure understanding.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Our children attend the summer camp and it is wonderful.  We have also attended some other events and those went well.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Great place to explore and a wealth of knowledge for the African American Community,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I LOVE THE PROGRAMS AT THE CARVER MUSEUM.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,programming needs to step up to a more professional  level,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Appreciated being able to see the role of African Americans in the development of Austin. Hope that there are plans to update and expand exhibits with the contributions of this community today.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"In addition to the museum showings, the auditorium presentations are an important use of the Carver.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,The spiritual history should not be avoided or ignored.  This is a significant portion of many cultures in Austin.,Suggestion,True,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) I appreciate the diversity of experiences - performance, films & forums I have attended at the Carver.

2.) It is the only performance space I go where I see people of color. I'd like CoA's cultural office to collaborate w/ more performance centers/programs to increase diversity of those attending.

3.) Could the Carver be a resource for programs offered by AfAm groups - even if not held at the Carver.  Or what are the best sources for locating programs by culturally diverse groups. Does the CoA Cultural office act to support diversity by promoting/growing attendance across IH 35?",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Programs help the community by providing a space for cultural expression and events.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Culturally relevant,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) They need to interact more w/ other libraries around town.  They are a hidden gem that is often over-looked by the majority of Austin.

2.) Could they put travelling displays in public libraries, so that more people could see and understand?",Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Wish there was more to see.  Every time I visit the museum there was always an event so I didn't have the chance to see the entire space.  The staff have always been very thoughtful and informative.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I have been very pleased with my experience at the George Washington Carver Museum and look forward to attending future events.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I wish that the Juneteenth video discs I donated were in rotation at the Juneteenth kiosk.,Suggestion,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,Racist,Negative,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,We enjoy performing in the Boyd Vance Theatre.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"1.) I like that the Carver is the location for the International Music Festival. That enhances rather than detracts from African culture.

2.) I appreciate any programs in the space including a city program about Riverside development and an opportunity to weigh in on city funding options for the then future bond election.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,"This museum is fabulous. So much history, pictures, displays are wonderful and the actual building and art so beautiful.",Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I like the art that's displayed and their activities for the children.   They have interesting programs throughout the year.,Positive,False,False,English
George Washington Carver Museum,Please let us know if you have any additional thoughts about your experience with programs at the Carver Museum.,I wish there were more programs for toddlers and more large celebrations,Suggestion,False,False,English
